peak.position	peak	old.mapping	new.mapping	old.insideFeature	new.insideFeature	old.distance	new.distance	mapping.changed	randoms
chrV:14012032-14012734	ELT2peak07668	mogs-1 (WBGene00008775)	ddx-17 (WBGene00010260)	overlapStart	overlapStart	210	186	TRUE	186
chrII:5040658-5041215	ELT2peak01857	lev-11 (WBGene00002978)	F33G12.7 (WBGene00044666)	inside	overlapStart	4386	23	TRUE	187
chrV:7983557-7984270	ELT2peak06886	F41H10.3 (WBGene00018316)	abhd-12 (WBGene00022393)	inside	overlapStart	1014	292	TRUE	188
chrX:8368052-8368797	ELT2peak09160	twk-10 (WBGene00006665)	F40B5.2 (WBGene00018226)	inside	overlapStart	188	263	TRUE	189
chrV:5822919-5823387	ELT2peak06671	M60.6 (WBGene00019781)	let-418 (WBGene00002637)	upstream	upstream	1166	3446	TRUE	190
chrV:14851851-14852633	ELT2peak07753	mig-15 (WBGene00003247)	npr-13 (WBGene00013883)	unmapped ± 5Kb	downstream	6633	193	TRUE	191
chrI:5105947-5106863	ELT2peak00440	kel-20 (WBGene00020030)	pas-3 (WBGene00003924)	overlapStart	overlapStart	404	257	TRUE	192
chrI:11839757-11841357	ELT2peak01170	F32H2.10 (WBGene00009346)	dhhc-2 (WBGene00012948)	overlapStart	inside	140	3297	TRUE	193
chrIII:8093061-8093539	ELT2peak04038	gbb-1 (WBGene00021528)	idi-1 (WBGene00019460)	downstream	downstream	2599	19	TRUE	194
chrX:8392518-8393859	ELT2peak09163	fut-2 (WBGene00001506)	wrk-1 (WBGene00006942)	overlapStart	overlapStart	169	66	TRUE	195
chrII:14383600-14384109	ELT2peak03054	rpa-1 (WBGene00017546)	mes-2 (WBGene00003220)	overlapStart	overlapStart	70	136	TRUE	196
chrIII:4493332-4493834	ELT2peak03566	R166.3 (WBGene00011303)	atf-7 (WBGene00000223)	inside	inside	51	1705	TRUE	197
chrV:11123892-11124695	ELT2peak07290	D2096.7 (WBGene00017074)	lmtr-3 (WBGene00007390)	overlapEnd	overlapStart	10	358	TRUE	198
chrV:17870699-17871840	ELT2peak07980	K08D8.1 (WBGene00010655)	phf-14 (WBGene00013339)	overlapStart	overlapStart	202	439	TRUE	199
chrV:19216750-19217819	ELT2peak08070	lsm-3 (WBGene00003077)	srr-2 (WBGene00005653)	overlapEnd	overlapStart	250	388	TRUE	200
chrIV:10349863-10350213	ELT2peak05672	ncx-6 (WBGene00003571)	unc-43 (WBGene00006779)	overlapStart	inside	21	4	TRUE	201
chrII:8704327-8704870	ELT2peak02411	eas-1 (WBGene00018270)	prx-5 (WBGene00004194)	overlapStart	overlapStart	292	46	TRUE	202
chrV:4442981-4443449	ELT2peak06541	Y54G2A.52 (WBGene00045397)	rft-1 (WBGene00044637)	overlapStart	overlapStart	255	226	TRUE	203
chrI:7167455-7168180	ELT2peak00703	ints-1 (WBGene00015499)	K07G5.4 (WBGene00010643)	overlapStart	inside	197	523	TRUE	204
chrIII:10717363-10717831	ELT2peak04363	cgr-1 (WBGene00020847)	W09D10.4 (WBGene00012362)	inside	upstream	126	1172	TRUE	205
chrI:14627771-14628657	ELT2peak01372	sys-1 (WBGene00006379)	lev-11 (WBGene00002978)	upstream	inside	16	2597	TRUE	206
chrIV:337132-337831	ELT2peak04696	pat-3 (WBGene00003930)	F18F11.1 (WBGene00017574)	downstream	overlapStart	100	46	TRUE	207
chrX:17066923-17067392	ELT2peak10191	nhr-154 (WBGene00007547)	C30G4.4 (WBGene00016269)	upstream	inside	118	4796	TRUE	208
chrII:15193975-15195069	ELT2peak03121	F52D1.2 (WBGene00018683)	Y46E12BR.1 (WBGene00021598)	overlapStart	upstream	41	1145	TRUE	209
chrIII:7317238-7318013	ELT2peak03947	lin-38 (WBGene00013006)	F56C9.8 (WBGene00018952)	overlapStart	inside	49	1335	TRUE	210
chrV:11849409-11849873	ELT2peak07378	nhr-11 (WBGene00003610)	hmp-1 (WBGene00001978)	inside	inside	112	2292	TRUE	211
chrI:9248588-9249112	ELT2peak00918	K10D3.6 (WBGene00010740)	ent-6 (WBGene00009499)	overlapStart	inside	362	271	TRUE	212
chrIII:9474563-9475174	ELT2peak04214	zig-13 (WBGene00020546)	bre-3 (WBGene00000268)	overlapEnd	inside	205	4643	TRUE	213
chrIV:4123065-4123715	ELT2peak05019	cutl-23 (WBGene00021343)	mul-1 (WBGene00018646)	overlapStart	overlapStart	189	101	TRUE	214
chrV:12789787-12790659	ELT2peak07496	fat-4 (WBGene00001396)	srbc-43 (WBGene00013908)	inside	overlapStart	507	141	TRUE	215
chrIII:10621172-10621879	ELT2peak04350	fbxa-79 (WBGene00022329)	lron-10 (WBGene00012646)	overlapStart	overlapStart	103	197	TRUE	216
chrX:11296879-11297843	ELT2peak09494	mbk-1 (WBGene00003149)	inx-2 (WBGene00002124)	upstream	upstream	25	148	TRUE	217
chrX:6042885-6043667	ELT2peak08848	skr-21 (WBGene00004827)	pak-1 (WBGene00003911)	overlapStart	downstream	242	642	TRUE	218
chrIII:7891670-7892623	ELT2peak04017	sre-44 (WBGene00012329)	fahd-1 (WBGene00022798)	upstream	overlapStart	3597	367	TRUE	219
chrI:8296360-8297141	ELT2peak00822	tmed-3 (WBGene00019003)	mei-1 (WBGene00003183)	overlapStart	overlapEnd	88	201	TRUE	220
chrI:15041078-15042247	ELT2peak01407	wts-1 (WBGene00007047)	cyn-5 (WBGene00000881)	downstream	overlapStart	1889	196	TRUE	221
chrII:5336515-5338111	ELT2peak01913	sptl-1 (WBGene00016020)	vhp-1 (WBGene00006923)	overlapStart	inside	192	2715	TRUE	222
chrV:18572568-18574683	ELT2peak08022	mbk-2 (WBGene00003150)	Y51A2D.21 (WBGene00044210)	unmapped ± 5Kb	overlapEnd	11577	458	TRUE	223
chrX:5780606-5781322	ELT2peak08818	unc-62 (WBGene00006796)	sft-4 (WBGene00004788)	upstream	overlapStart	1617	152	TRUE	224
chrI:6174563-6176190	ELT2peak00571	frpr-5 (WBGene00008342)	T09B4.3 (WBGene00020377)	inside	upstream	613	62	TRUE	225
chrV:16040355-16040956	ELT2peak07852	F11A10.6 (WBGene00008687)	his-3 (WBGene00001877)	overlapStart	overlapStart	290	185	TRUE	226
chrX:6090763-6091557	ELT2peak08854	prx-6 (WBGene00004195)	hsp-3 (WBGene00002007)	overlapStart	inside	303	567	TRUE	227
chrV:9172936-9173623	ELT2peak07026	paqr-1 (WBGene00016610)	gad-3 (WBGene00015057)	inside	overlapStart	8	88	TRUE	228
chrIII:8737200-8738567	ELT2peak04123	eif-3.B (WBGene00001225)	pdhk-2 (WBGene00022719)	overlapStart	overlapEnd	156	486	TRUE	229
chrX:5669758-5670408	ELT2peak08805	algn-5 (WBGene00019276)	egl-13 (WBGene00001182)	upstream	inside	87	3652	TRUE	230
chrV:11982236-11983130	ELT2peak07399	pcp-2 (WBGene00003957)	rpt-1 (WBGene00004501)	downstream	overlapStart	363	214	TRUE	231
chrIV:7841172-7841929	ELT2peak05383	cyp-43A1 (WBGene00017108)	C06A6.7 (WBGene00015511)	overlapStart	upstream	78	2624	TRUE	232
chrV:12827152-12827929	ELT2peak07504	nhr-4 (WBGene00003603)	ugt-15 (WBGene00008097)	unmapped ± 5Kb	overlapStart	6142	159	TRUE	233
chrV:9079692-9080601	ELT2peak07014	acs-22 (WBGene00017012)	T27E4.7 (WBGene00020865)	inside	upstream	1585	3370	TRUE	234
chrII:10075861-10076605	ELT2peak02604	pcp-4 (WBGene00003959)	die-1 (WBGene00000995)	upstream	upstream	1438	1418	TRUE	235
chrIV:3824590-3825417	ELT2peak04976	ZC449.7 (WBGene00045365)	F28F9.3 (WBGene00017907)	overlapStart	upstream	217	1455	TRUE	236
chrX:14228654-14229331	ELT2peak09898	saeg-1 (WBGene00010012)	cyp-13B2 (WBGene00010606)	unmapped ± 5Kb	overlapEnd	5390	114	TRUE	237
chrV:11534411-11535178	ELT2peak07331	C49C8.8 (WBGene00235271)	ccch-1 (WBGene00009532)	overlapStart	inside	143	6041	TRUE	238
chrII:15251502-15252059	ELT2peak03127	gpcp-2 (WBGene00011511)	tig-3 (WBGene00021594)	upstream	overlapStart	626	272	TRUE	239
chrX:6520695-6521109	ELT2peak08925	natc-2 (WBGene00015074)	ets-4 (WBGene00017687)	upstream	inside	117	1547	TRUE	240
chrII:3039053-3039771	ELT2peak01657	W02D9.10 (WBGene00012216)	B0454.5 (WBGene00015196)	downstream	inside	1850	194	TRUE	241
chrX:12509240-12509828	ELT2peak09652	F40F9.10 (WBGene00009586)	scd-1 (WBGene00004739)	overlapEnd	inside	341	4220	TRUE	242
chrX:1117021-1117783	ELT2peak08314	rho-1 (WBGene00004357)	C05D9.7 (WBGene00015474)	upstream	overlapEnd	2473	171	TRUE	243
chrIV:2313500-2314850	ELT2peak04851	rpb-8 (WBGene00017830)	vha-11 (WBGene00006920)	overlapStart	overlapStart	96	283	TRUE	244
chrX:9987052-9987676	ELT2peak09346	cyp-13B2 (WBGene00010606)	F19C6.5 (WBGene00008954)	overlapEnd	upstream	114	2047	TRUE	245
chrII:2564861-2565643	ELT2peak01621	C15C6.3 (WBGene00007602)	usp-39 (WBGene00017280)	overlapStart	overlapStart	285	368	TRUE	246
chrV:8203097-8203576	ELT2peak06907	fkh-7 (WBGene00001439)	K07C11.4 (WBGene00019477)	unmapped ± 5Kb	overlapStart	5465	197	TRUE	247
chrIV:9329211-9330230	ELT2peak05556	eif-3.D (WBGene00001227)	T20D3.2 (WBGene00011856)	overlapStart	inside	19	238	TRUE	248
chrII:11126283-11127253	ELT2peak02710	ZK1248.19 (WBGene00022885)	rps-9 (WBGene00004478)	overlapStart	overlapStart	268	79	TRUE	249
chrII:5180901-5182118	ELT2peak01874	K05C4.8 (WBGene00010584)	crh-2 (WBGene00016162)	upstream	inside	16	1867	TRUE	250
chrIV:2729950-2730428	ELT2peak04882	cah-1 (WBGene00000279)	Y94H6A.2 (WBGene00022375)	overlapEnd	overlapStart	90	176	TRUE	251
chrV:478824-479542	ELT2peak06314	mrpl-55 (WBGene00022045)	nhr-55 (WBGene00003645)	overlapStart	inside	361	662	TRUE	252
chrI:9753594-9754072	ELT2peak00993	unc-39 (WBGene00006775)	sur-6 (WBGene00006352)	upstream	upstream	4329	50	TRUE	253
chrIII:5162014-5163550	ELT2peak03651	bigr-1 (WBGene00009512)	gars-1 (WBGene00001744)	overlapStart	inside	229	77	TRUE	254
chrIV:9074151-9074898	ELT2peak05526	zfp-1 (WBGene00006975)	mppb-1 (WBGene00013880)	inside	overlapStart	3656	225	TRUE	255
chrII:481636-482214	ELT2peak01448	snx-27 (WBGene00009116)	W07E6.2 (WBGene00021074)	upstream	inside	1059	914	TRUE	256
chrI:13533804-13534504	ELT2peak01309	ZK1037.6 (WBGene00014194)	Y87G2A.2 (WBGene00013594)	upstream	upstream	247	214	TRUE	257
chrIII:5950727-5951413	ELT2peak03772	npp-3 (WBGene00003789)	F25B5.3 (WBGene00017775)	overlapStart	inside	52	1837	TRUE	258
chrX:2014545-2015134	ELT2peak08375	C52D10.3 (WBGene00016877)	Y102A11A.9 (WBGene00022419)	upstream	inside	1964	1394	TRUE	259
chrII:847217-848071	ELT2peak01463	set-18 (WBGene00044070)	acdh-9 (WBGene00017874)	overlapStart	inside	715	353	TRUE	260
chrX:8556507-8557542	ELT2peak09180	snb-1 (WBGene00004897)	utx-1 (WBGene00017046)	upstream	overlapStart	82	391	TRUE	261
chrI:7210194-7210725	ELT2peak00709	pigo-1 (WBGene00016159)	C01H6.4 (WBGene00007254)	inside	overlapStart	33	210	TRUE	262
chrX:5077580-5078152	ELT2peak08735	Y73C8C.10 (WBGene00022267)	cal-5 (WBGene00006861)	overlapStart	overlapStart	203	32	TRUE	263
chrIV:4025899-4026426	ELT2peak05000	hpo-28 (WBGene00015148)	hlh-30 (WBGene00020930)	overlapStart	inside	7	8358	TRUE	264
chrIII:6462520-6463222	ELT2peak03849	Y46G5A.18 (WBGene00012908)	T26A5.8 (WBGene00020823)	overlapEnd	overlapStart	120	304	TRUE	265
chrII:5143970-5144520	ELT2peak01872	pbs-5 (WBGene00003951)	F58A6.1 (WBGene00019022)	overlapStart	overlapEnd	86	51	TRUE	266
chrIV:274072-274813	ELT2peak04682	tir-1 (WBGene00006575)	sma-10 (WBGene00020649)	inside	overlapStart	1240	243	TRUE	267
chrV:11802527-11803033	ELT2peak07370	tpra-1 (WBGene00008366)	D2023.3 (WBGene00008407)	unmapped ± 5Kb	inside	6330	422	TRUE	268
chrIV:4608028-4608511	ELT2peak05085	mvk-1 (WBGene00021534)	col-110 (WBGene00000684)	inside	overlapEnd	3673	173	TRUE	269
chrIII:10624573-10625116	ELT2peak04351	fbxa-19 (WBGene00022331)	hpr-9 (WBGene00001997)	overlapStart	inside	110	1282	TRUE	270
chrV:19955079-19955825	ELT2peak08137	F52B11.5 (WBGene00009927)	abhd-3.1 (WBGene00013358)	overlapStart	overlapStart	286	372	TRUE	271
chrII:3788293-3789004	ELT2peak01698	acox-1.1 (WBGene00008564)	T24E12.13 (WBGene00195077)	upstream	overlapEnd	185	186	TRUE	272
chrI:13547185-13547877	ELT2peak01312	clec-228 (WBGene00044086)	glp-4 (WBGene00006936)	downstream	downstream	212	21	TRUE	273
chrV:4486726-4487226	ELT2peak06544	xol-1 (WBGene00006962)	T08H10.1 (WBGene00020369)	upstream	downstream	4208	183	TRUE	274
chrIII:89074-89795	ELT2peak03140	ulp-4 (WBGene00006739)	mrpl-40 (WBGene00018793)	upstream	overlapEnd	2046	169	TRUE	275
chrX:15496889-15498052	ELT2peak10033	pafo-1 (WBGene00008338)	suox-1 (WBGene00010397)	overlapStart	overlapStart	263	497	TRUE	276
chrX:12663309-12664406	ELT2peak09667	aqp-4 (WBGene00000172)	nlp-76 (WBGene00045386)	overlapStart	overlapStart	300	318	TRUE	277
chrV:4142881-4143618	ELT2peak06532	Y94H6A.2 (WBGene00022375)	lgc-29 (WBGene00044528)	overlapStart	overlapEnd	176	239	TRUE	278
chrV:667404-668091	ELT2peak06332	K11H12.10 (WBGene00044458)	nhr-180 (WBGene00017961)	overlapStart	overlapStart	121	90	TRUE	279
chrIV:14430847-14431506	ELT2peak06105	Y37D8A.5 (WBGene00012547)	F55B11.4 (WBGene00010086)	unmapped ± 5Kb	overlapStart	5993	73	TRUE	280
chrIII:1414157-1414625	ELT2peak03267	F53H8.3 (WBGene00018779)	Y82E9BR.14 (WBGene00022347)	overlapStart	upstream	277	41	TRUE	281
chrX:4214020-4215171	ELT2peak08631	T08B1.1 (WBGene00020340)	hpk-1 (WBGene00001994)	inside	inside	204	2119	TRUE	282
chrV:4969206-4970441	ELT2peak06588	catp-5 (WBGene00019493)	srsx-9 (WBGene00017845)	upstream	downstream	7	1329	TRUE	283
chrIII:8937469-8938193	ELT2peak04155	C15C7.5 (WBGene00015791)	arrd-15 (WBGene00014033)	upstream	downstream	2873	787	TRUE	284
chrX:16919345-16920084	ELT2peak10176	F10D7.3 (WBGene00017340)	C30E1.8 (WBGene00016257)	upstream	upstream	838	26	TRUE	285
chrIII:10196755-10197548	ELT2peak04307	gyg-1 (WBGene00006863)	dod-6 (WBGene00011869)	downstream	upstream	308	168	TRUE	286
chrV:10352860-10353776	ELT2peak07174	cima-1 (WBGene00018473)	nol-56 (WBGene00010627)	downstream	overlapStart	7	118	TRUE	287
chrX:4388730-4389582	ELT2peak08650	F22F7.7 (WBGene00017724)	dpy-23 (WBGene00001082)	inside	overlapStart	2758	217	TRUE	288
chrX:11677229-11678389	ELT2peak09558	glo-4 (WBGene00017195)	T04F8.7 (WBGene00011445)	upstream	overlapEnd	151	286	TRUE	289
chrIII:3630318-3631056	ELT2peak03457	C05C10.2 (WBGene00007329)	mrps-31 (WBGene00007859)	overlapStart	overlapStart	15	50	TRUE	290
chrX:3243638-3243994	ELT2peak08523	pals-31 (WBGene00018614)	F40F4.7 (WBGene00018238)	upstream	overlapEnd	552	108	TRUE	291
chrX:17368821-17369508	ELT2peak10224	nhr-1 (WBGene00003600)	F10D7.2 (WBGene00017339)	unmapped ± 5Kb	upstream	8764	179	TRUE	292
chrV:5559825-5560308	ELT2peak06636	Y37E11AM.4 (WBGene00302986)	glb-5 (WBGene00015964)	inside	inside	86	935	TRUE	293
chrIII:1181731-1182435	ELT2peak03228	prx-5 (WBGene00004194)	Y119D3B.13 (WBGene00022490)	overlapStart	overlapStart	46	259	TRUE	294
chrIII:10718021-10718575	ELT2peak04364	cgr-1 (WBGene00020847)	W09D10.4 (WBGene00012362)	overlapStart	upstream	85	1830	TRUE	295
chrI:5109317-5110725	ELT2peak00441	ppw-1 (WBGene00004093)	Y110A7A.21 (WBGene00045212)	overlapStart	overlapEnd	77	429	TRUE	296
chrIII:5717107-5718585	ELT2peak03727	F07A11.5 (WBGene00008548)	arf-1.2 (WBGene00000182)	overlapStart	overlapEnd	136	478	TRUE	297
chrIV:7734138-7734698	ELT2peak05371	C29E4.12 (WBGene00016209)	clx-1 (WBGene00000551)	overlapStart	overlapStart	9	51	TRUE	298
chrI:9393512-9394259	ELT2peak00943	adsl-1 (WBGene00011064)	F16A11.1 (WBGene00008876)	overlapStart	overlapEnd	291	311	TRUE	299
chrII:6943249-6944220	ELT2peak02186	F22E5.17 (WBGene00017712)	flcn-1 (WBGene00017699)	overlapStart	inside	137	3679	TRUE	300
chrV:11900179-11900748	ELT2peak07387	fem-3 (WBGene00001413)	sma-1 (WBGene00004855)	overlapEnd	inside	245	1107	TRUE	301
chrV:19437253-19438170	ELT2peak08092	ugt-22 (WBGene00007455)	M04C3.1 (WBGene00010850)	overlapStart	overlapEnd	323	271	TRUE	302
chrII:5202924-5204055	ELT2peak01882	sur-2 (WBGene00006349)	ampd-1 (WBGene00016415)	overlapStart	overlapStart	100	398	TRUE	303
chrIV:8653684-8654564	ELT2peak05487	kin-2 (WBGene00002190)	C49C8.5 (WBGene00016769)	upstream	upstream	1064	7	TRUE	304
chrV:8359024-8359840	ELT2peak06932	nhr-46 (WBGene00003636)	mpdu-1 (WBGene00018181)	inside	overlapStart	2778	139	TRUE	305
chrIV:653091-654231	ELT2peak04722	C16C10.4 (WBGene00007625)	K11H12.1 (WBGene00019658)	overlapStart	overlapStart	330	330	TRUE	306
chrX:17474704-17475385	ELT2peak10238	hlh-29 (WBGene00001968)	tps-1 (WBGene00006602)	downstream	upstream	2759	119	TRUE	307
chrII:11646125-11647408	ELT2peak02790	C32D5.8 (WBGene00016316)	ghi-1 (WBGene00013923)	overlapStart	overlapStart	260	622	TRUE	308
chrIII:6248047-6248724	ELT2peak03811	polg-1 (WBGene00013258)	gen-1 (WBGene00020442)	inside	overlapStart	977	187	TRUE	309
chrV:16367175-16368644	ELT2peak07888	atz-1 (WBGene00009212)	W08G11.3 (WBGene00012347)	inside	overlapStart	194	506	TRUE	310
chrI:12184784-12185261	ELT2peak01200	gei-17 (WBGene00001574)	R05D7.5 (WBGene00011030)	inside	inside	477	1096	TRUE	311
chrV:6291369-6291967	ELT2peak06733	rnp-2 (WBGene00004385)	K12B6.9 (WBGene00023432)	overlapStart	overlapEnd	139	21	TRUE	312
chrX:12666418-12667611	ELT2peak09669	hrg-3 (WBGene00010256)	nhr-17 (WBGene00003616)	overlapStart	inside	88	243	TRUE	313
chrIII:9288562-9289282	ELT2peak04198	H10E21.4 (WBGene00019184)	fozi-1 (WBGene00010453)	inside	inside	148	6777	TRUE	314
chrIII:9825355-9826516	ELT2peak04271	zip-2 (WBGene00019327)	ZK632.9 (WBGene00014016)	upstream	overlapStart	356	90	TRUE	315
chrIV:14786676-14787359	ELT2peak06125	ttm-1 (WBGene00012712)	Y57G11C.9 (WBGene00013307)	unmapped ± 5Kb	overlapStart	6257	191	TRUE	316
chrI:12547696-12548392	ELT2peak01220	K08F9.1 (WBGene00010684)	W02D9.10 (WBGene00012216)	overlapStart	upstream	100	3145	TRUE	317
chrI:4103513-4103707	ELT2peak00321	C34B4.3 (WBGene00007908)	acd-1 (WBGene00016064)	upstream	upstream	4526	6	TRUE	318
chrV:18782813-18783108	ELT2peak08034	ldb-1 (WBGene00002261)	Y17D7B.10 (WBGene00194982)	inside	upstream	1781	692	TRUE	319
chrX:11512546-11513041	ELT2peak09536	F21C10.9 (WBGene00017658)	hpo-34 (WBGene00009259)	overlapStart	inside	338	988	TRUE	320
chrI:2728537-2729222	ELT2peak00193	C44H9.5 (WBGene00008100)	yop-1 (WBGene00022127)	overlapStart	upstream	113	782	TRUE	321
chrIII:3468348-3469044	ELT2peak03433	pno-1 (WBGene00013144)	C34C12.4 (WBGene00007923)	inside	inside	1065	684	TRUE	322
chrIV:13682671-13683264	ELT2peak06060	dhs-28 (WBGene00000991)	nyn-1 (WBGene00011959)	overlapStart	downstream	272	1812	TRUE	323
chrI:15013803-15014282	ELT2peak01402	csnk-1 (WBGene00013709)	pole-1 (WBGene00009368)	upstream	overlapStart	338	101	TRUE	324
chrV:13655145-13655884	ELT2peak07613	W07E11.1 (WBGene00012326)	lpin-1 (WBGene00010425)	overlapStart	upstream	49	1016	TRUE	325
chrI:12573791-12574470	ELT2peak01227	clec-47 (WBGene00011668)	dlk-1 (WBGene00001008)	overlapStart	upstream	213	990	TRUE	326
chrX:5138281-5138968	ELT2peak08744	C53C7.3 (WBGene00008279)	tbc-7 (WBGene00016292)	unmapped ± 5Kb	upstream	9152	23	TRUE	327
chrIII:2878096-2878996	ELT2peak03389	zfp-2 (WBGene00009448)	klf-1 (WBGene00018990)	overlapStart	inside	261	1709	TRUE	328
chrI:3349786-3350456	ELT2peak00258	Y71F9B.2 (WBGene00022126)	edc-4 (WBGene00021551)	overlapStart	overlapStart	245	121	TRUE	329
chrX:8819774-8820266	ELT2peak09223	syx-2 (WBGene00006372)	ifd-1 (WBGene00002057)	upstream	downstream	11	437	TRUE	330
chrX:4016109-4016810	ELT2peak08614	clec-204 (WBGene00021603)	hrg-1 (WBGene00019830)	overlapStart	overlapStart	178	76	TRUE	331
chrV:9536482-9537189	ELT2peak07080	T22D1.11 (WBGene00020688)	C50F4.4 (WBGene00008232)	overlapStart	overlapStart	296	289	TRUE	332
chrX:3680452-3681010	ELT2peak08575	C02B4.3 (WBGene00007259)	tsp-17 (WBGene00006643)	downstream	upstream	1253	160	TRUE	333
chrV:10680560-10681927	ELT2peak07218	pkc-2 (WBGene00004033)	gsp-1 (WBGene00001747)	upstream	upstream	1260	495	TRUE	334
chrX:9550585-9551603	ELT2peak09306	pals-34 (WBGene00017823)	F49E2.5 (WBGene00009888)	overlapStart	inside	172	6915	TRUE	335
chrX:13064092-13065117	ELT2peak09721	ugt-17 (WBGene00007422)	K03A11.5 (WBGene00010522)	inside	overlapStart	463	76	TRUE	336
chrIII:6456422-6456916	ELT2peak03847	cpt-1 (WBGene00012907)	jhdm-1 (WBGene00020821)	upstream	inside	964	1939	TRUE	337
chrIII:11372164-11372840	ELT2peak04444	K03C7.3 (WBGene00019359)	dpy-18 (WBGene00001077)	overlapEnd	downstream	223	46	TRUE	338
chrIII:3435171-3435659	ELT2peak03429	ttr-37 (WBGene00017667)	spe-41 (WBGene00004976)	upstream	downstream	25	3364	TRUE	339
chrII:10174246-10174921	ELT2peak02613	daz-1 (WBGene00000935)	F33H1.4 (WBGene00009365)	downstream	overlapStart	828	326	TRUE	340
chrII:11279562-11280383	ELT2peak02730	F53H2.3 (WBGene00010006)	unc-130 (WBGene00006853)	unmapped ± 5Kb	upstream	7912	1603	TRUE	341
chrI:4302165-4302652	ELT2peak00347	Y47G6A.5 (WBGene00021635)	scpl-3 (WBGene00021629)	overlapStart	overlapEnd	234	78	TRUE	342
chrV:13986749-13987523	ELT2peak07661	Y69E1A.8 (WBGene00013478)	end-1 (WBGene00001310)	downstream	overlapEnd	3350	323	TRUE	343
chrI:3709681-3710249	ELT2peak00283	inft-2 (WBGene00008848)	F21A9.2 (WBGene00017651)	inside	upstream	942	246	TRUE	344
chrIV:13727257-13727464	ELT2peak06066	aakg-1 (WBGene00013732)	ent-4 (WBGene00008123)	unmapped ± 5Kb	inside	5002	327	TRUE	345
chrIV:15235130-15235800	ELT2peak06156	alh-10 (WBGene00000116)	pkd-2 (WBGene00004035)	overlapStart	upstream	158	157	TRUE	346
chrIV:15852844-15853341	ELT2peak06182	myo-6 (WBGene00009730)	Y105C5A.24 (WBGene00013643)	overlapStart	overlapEnd	533	61	TRUE	347
chrIV:1838520-1839790	ELT2peak04822	ppat-1 (WBGene00011407)	ccm-2 (WBGene00019462)	inside	inside	222	3892	TRUE	348
chrIV:9444272-9445068	ELT2peak05569	F59B2.3 (WBGene00010308)	F38E11.9 (WBGene00009544)	overlapStart	overlapStart	184	244	TRUE	349
chrX:9838105-9839236	ELT2peak09331	K06G5.1 (WBGene00010605)	ipla-2 (WBGene00009801)	upstream	upstream	1000	66	TRUE	350
chrV:11904243-11905861	ELT2peak07389	aly-1 (WBGene00000120)	sma-1 (WBGene00004855)	downstream	inside	2232	5171	TRUE	351
chrIII:4720775-4721253	ELT2peak03601	Y102A11A.1 (WBGene00022411)	emb-5 (WBGene00001259)	overlapEnd	upstream	254	105	TRUE	352
chrX:380958-382236	ELT2peak08239	Y73F8A.27 (WBGene00013532)	ife-2 (WBGene00002060)	overlapStart	overlapEnd	214	380	TRUE	353
chrV:16045734-16046304	ELT2peak07854	aly-3 (WBGene00000122)	T10C6.15 (WBGene00050899)	overlapStart	overlapStart	294	140	TRUE	354
chrV:12303373-12304101	ELT2peak07444	ugt-21 (WBGene00007885)	frm-7 (WBGene00001493)	overlapStart	inside	294	889	TRUE	355
chrIII:12580403-12582354	ELT2peak04543	ZK470.4 (WBGene00022746)	aakg-1 (WBGene00013732)	overlapStart	unmapped	125	5002	TRUE	356
chrIII:10079890-10080450	ELT2peak04300	C12D12.1 (WBGene00015713)	T16H12.3 (WBGene00011813)	inside	downstream	1625	993	TRUE	357
chrII:1501706-1502495	ELT2peak01517	srx-44 (WBGene00005935)	emc-1 (WBGene00019209)	overlapEnd	upstream	111	1376	TRUE	358
chrII:13074852-13075560	ELT2peak02911	pmp-1 (WBGene00004058)	F42G4.5 (WBGene00009642)	overlapStart	inside	120	663	TRUE	359
chrX:3678861-3679337	ELT2peak08574	C02B4.3 (WBGene00007259)	tag-52 (WBGene00006431)	downstream	upstream	2521	304	TRUE	360
chrI:7073256-7074094	ELT2peak00685	col-54 (WBGene00000631)	W01A8.6 (WBGene00012168)	inside	inside	168	639	TRUE	361
chrIV:49661-50212	ELT2peak04661	paf-2 (WBGene00003907)	frm-5.1 (WBGene00001492)	inside	upstream	1902	781	TRUE	362
chrX:13797775-13799126	ELT2peak09843	H27A22.1 (WBGene00010418)	obr-3 (WBGene00014215)	overlapStart	overlapEnd	191	447	TRUE	363
chrX:13358467-13361101	ELT2peak09779	nhr-48 (WBGene00003638)	C49F8.1 (WBGene00008213)	overlapStart	downstream	146	100	TRUE	364
chrI:8057590-8058301	ELT2peak00804	C06B3.7 (WBGene00007366)	K04G2.9 (WBGene00010567)	inside	upstream	383	561	TRUE	365
